id,category,query,method,latency_ms,node_count,dependency_count,evidence_triple_count,evidence_node_ratio,relation_diversity,grounding_score,hallucination_risk_score,graph_structure_score,verified_ratio,coherence_score,rule_event_count,judge_label,judge_winner,judge_score_avg,judge_factuality,judge_relevance,judge_structure,judge_clarity,judge_usefulness,judge_reason
dependency_019,logical_dependency,"In code generation, why should requirements analysis precede implementation?",optimized_neo4j,2.405800041742623,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.4,8,9,9,8,8,"A merely restates generic SoT process steps without addressing the *substantive question* (why requirements analysis must precede implementation in code generation); it contains no domain-specific justification, factual claims, or logical reasoning — thus failing on factuality, relevance, and usefulness. B anchors each step in concrete KG-supported evidence (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), explicitly modeling causal/logical precedence — directly answering *why* analysis must come first by invoking verification, dependency modeling, and hallucination reduction. Its structure reflects DAG-based reasoning with grounded dependencies ('in前置结论基础上'), enhancing coherence and explanatory power."
dependency_020,logical_dependency,Why should a system evaluate source credibility before using a source as evidence?,plain_sot,0.7981000235304236,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A describes a generic Skeleton-of-Thought process without addressing the *substance* of source credibility (e.g., bias, expertise, verifiability), making it factually vacuous and useless for the question. B grounds each step in KG-defined relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking credibility evaluation to evidence integrity and reasoning reliability—thus offering traceable, domain-aligned justification. Though both are meta-procedural, only B connects mechanism to epistemic purpose with factual, relevant, and actionable structure."
dependency_020,logical_dependency,Why should a system evaluate source credibility before using a source as evidence?,optimized_neo4j,3.7356000393629074,5,8,17,1.0,0.412,0.897,0.103,1.0,0.8,1.0,2,B,B,8.2,8,9,9,7,8,"A describes a generic Skeleton-of-Thought process without addressing the *substance* of source credibility (e.g., bias, expertise, verifiability), making it factually vacuous and useless for the question. B grounds each step in KG-defined relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking credibility evaluation to evidence integrity and reasoning reliability—thus offering traceable, domain-aligned justification. Though both are meta-procedural, only B connects mechanism to epistemic purpose with factual, relevant, and actionable structure."
dependency_021,logical_dependency,Explain why causal reasoning requires distinguishing correlation from cause before drawing conclusions.,plain_sot,0.7882000063546002,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,3.4,2,3,6,4,2,"A merely describes a generic skeleton-generation process with no actual explanation of correlation vs. causation; it's meta-instructional and factually vacuous. B at least attempts KG grounding (e.g., linking causal reasoning to AI subfields) and shows awareness of evidence-based branching—though still fails to deliver the requested conceptual explanation. B is more relevant, structured, and useful by virtue of referencing knowledge graph constraints and semantic anchoring, even if incomplete."
dependency_021,logical_dependency,Explain why causal reasoning requires distinguishing correlation from cause before drawing conclusions.,optimized_neo4j,2.4355000350624323,3,2,77,1.0,0.065,0.758,0.242,0.0,0.667,1.0,0,B,B,6.2,5,7,8,6,5,"A merely describes a generic skeleton-generation process with no actual explanation of correlation vs. causation; it's meta-instructional and factually vacuous. B at least attempts KG grounding (e.g., linking causal reasoning to AI subfields) and shows awareness of evidence-based branching—though still fails to deliver the requested conceptual explanation. B is more relevant, structured, and useful by virtue of referencing knowledge graph constraints and semantic anchoring, even if incomplete."
dependency_022,logical_dependency,Why must a multi-agent workflow define dependencies before assigning tasks in parallel?,plain_sot,0.6523999618366361,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds each step in explicit, plausible KG relations (e.g., 'Graph of Thoughts-models-Logical Dependency') that directly address the *why*—linking dependency definition to formal reasoning frameworks (DAGs, CoT, GoT). A describes generic SoT process steps without domain-specific justification or factual anchors, making it vague and circular. B’s structure reflects causal reasoning; A’s is procedural but uninformative about the underlying necessity. B is more factual, relevant, structured, clear, and useful for understanding the core rationale."
dependency_022,logical_dependency,Why must a multi-agent workflow define dependencies before assigning tasks in parallel?,optimized_neo4j,2.356200013309717,5,7,18,1.0,0.389,0.903,0.097,1.0,0.8,1.0,1,B,B,9.0,9,10,9,8,9,"B grounds each step in explicit, plausible KG relations (e.g., 'Graph of Thoughts-models-Logical Dependency') that directly address the *why*—linking dependency definition to formal reasoning frameworks (DAGs, CoT, GoT). A describes generic SoT process steps without domain-specific justification or factual anchors, making it vague and circular. B’s structure reflects causal reasoning; A’s is procedural but uninformative about the underlying necessity. B is more factual, relevant, structured, clear, and useful for understanding the core rationale."
dependency_023,logical_dependency,Why should a reasoning graph avoid cycles when scheduling thought nodes?,plain_sot,0.7651999476365745,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,6,5,3,"Answer A describes a generic Skeleton-of-Thought pipeline but never addresses the core question—why cycles must be avoided in reasoning graphs (e.g., infinite loops, non-terminating scheduling, logical inconsistency). It's self-referential and vacuous. Answer B, while still abstract, anchors to KG entities (Q2555318, Q11660) and correctly frames cycle avoidance as a constraint for sound automated reasoning—linking to foundational AI principles like termination and dependency correctness. B is more factually grounded, directly relevant, better structured around evidence, and thus more useful."
dependency_023,logical_dependency,Why should a reasoning graph avoid cycles when scheduling thought nodes?,optimized_neo4j,2.349600021261722,3,2,77,1.0,0.065,0.758,0.242,0.0,0.667,1.0,0,B,B,7.8,7,9,8,7,8,"Answer A describes a generic Skeleton-of-Thought pipeline but never addresses the core question—why cycles must be avoided in reasoning graphs (e.g., infinite loops, non-terminating scheduling, logical inconsistency). It's self-referential and vacuous. Answer B, while still abstract, anchors to KG entities (Q2555318, Q11660) and correctly frames cycle avoidance as a constraint for sound automated reasoning—linking to foundational AI principles like termination and dependency correctness. B is more factually grounded, directly relevant, better structured around evidence, and thus more useful."
dependency_024,logical_dependency,Explain why an answer generator should not summarize unsupported evidence before checking it.,plain_sot,0.9332000045105815,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds each step in explicit KG relations (e.g., 'Constraint Checking-verifies-Evidence Branch'), directly addressing the core concern—premature summarization of unverified evidence—by linking verification to hallucination reduction and coherence. A is generic, self-referential, and lacks domain-specific justification; it describes a process but never explains *why* summarizing unsupported evidence is harmful. B’s DAG logic, evidence anchoring, and causal reasoning make it more factual, relevant, structured, and useful."
dependency_024,logical_dependency,Explain why an answer generator should not summarize unsupported evidence before checking it.,optimized_neo4j,2.9086999711580575,5,6,15,1.0,0.533,0.921,0.079,1.0,0.8,1.0,0,B,B,8.2,8,9,9,7,8,"B grounds each step in explicit KG relations (e.g., 'Constraint Checking-verifies-Evidence Branch'), directly addressing the core concern—premature summarization of unverified evidence—by linking verification to hallucination reduction and coherence. A is generic, self-referential, and lacks domain-specific justification; it describes a process but never explains *why* summarizing unsupported evidence is harmful. B’s DAG logic, evidence anchoring, and causal reasoning make it more factual, relevant, structured, and useful."
dependency_025,logical_dependency,Why should ontology alignment happen before combining two knowledge graphs?,plain_sot,0.6360000115819275,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.0,3,4,6,5,2,"Answer A describes a generic reasoning *process* without addressing the actual question—it never explains *why* ontology alignment must precede KG combination. It's meta-instructional, not substantive. Answer B grounds each step in KG-derived relations (e.g., 'reduces hallucination', 'improves factuality') that directly support the core rationale: alignment ensures semantic interoperability, prevents misinterpretation of entities/relations, and avoids integration errors—facts consistent with KG literature. B’s DAG structure reflects causal/logical dependencies, enhances traceability, and culminates in a principled, evidence-anchored conclusion."
dependency_025,logical_dependency,Why should ontology alignment happen before combining two knowledge graphs?,optimized_neo4j,2.477400004863739,5,4,25,1.0,0.16,0.915,0.085,0.8,0.8,1.0,0,B,B,8.6,8,9,9,8,9,"Answer A describes a generic reasoning *process* without addressing the actual question—it never explains *why* ontology alignment must precede KG combination. It's meta-instructional, not substantive. Answer B grounds each step in KG-derived relations (e.g., 'reduces hallucination', 'improves factuality') that directly support the core rationale: alignment ensures semantic interoperability, prevents misinterpretation of entities/relations, and avoids integration errors—facts consistent with KG literature. B’s DAG structure reflects causal/logical dependencies, enhances traceability, and culminates in a principled, evidence-anchored conclusion."
dependency_026,logical_dependency,Why does relation extraction depend on correctly identifying entities first?,plain_sot,0.7226000307127833,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A merely lists generic SoT process steps without addressing the *substantive reason* why entity identification precedes relation extraction (e.g., relations are defined *between entities*, so misidentified or missing entities break relation scope/arguments). It contains no domain-specific justification and repeats boilerplate. B grounds each step in KG- and GoT-specific evidence (e.g., 'Knowledge Graph-supports-Entity Linking'), explicitly modeling logical dependency and verification—directly supporting the causal claim in the question. B’s answer is factually grounded, relevant, well-structured as a DAG-aware explanation, clear in linking concepts, and useful for understanding the technical dependency."
dependency_026,logical_dependency,Why does relation extraction depend on correctly identifying entities first?,optimized_neo4j,2.647100016474724,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.4,8,9,9,8,8,"A merely lists generic SoT process steps without addressing the *substantive reason* why entity identification precedes relation extraction (e.g., relations are defined *between entities*, so misidentified or missing entities break relation scope/arguments). It contains no domain-specific justification and repeats boilerplate. B grounds each step in KG- and GoT-specific evidence (e.g., 'Knowledge Graph-supports-Entity Linking'), explicitly modeling logical dependency and verification—directly supporting the causal claim in the question. B’s answer is factually grounded, relevant, well-structured as a DAG-aware explanation, clear in linking concepts, and useful for understanding the technical dependency."
dependency_027,logical_dependency,Explain why an AI system should plan before expanding long-form report sections.,plain_sot,1.083599985577166,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds reasoning in concrete, domain-relevant KG facts (e.g., AI-requires-verification, AI-has_risk-hallucination), directly addressing *why* planning is necessary—improving factuality, relevance, and usefulness. A describes generic skeleton steps without linking to the question’s substance or providing explanatory justification. B’s DAG-like progression (semantic anchoring → evidence-constrained branching) better reflects causal reasoning; A’s steps are circular, repetitive, and lack conceptual grounding."
dependency_027,logical_dependency,Explain why an AI system should plan before expanding long-form report sections.,optimized_neo4j,2.2800000151619315,5,4,25,1.0,0.2,0.95,0.05,0.0,1.0,1.0,0,B,B,8.0,8,9,8,7,8,"B grounds reasoning in concrete, domain-relevant KG facts (e.g., AI-requires-verification, AI-has_risk-hallucination), directly addressing *why* planning is necessary—improving factuality, relevance, and usefulness. A describes generic skeleton steps without linking to the question’s substance or providing explanatory justification. B’s DAG-like progression (semantic anchoring → evidence-constrained branching) better reflects causal reasoning; A’s steps are circular, repetitive, and lack conceptual grounding."
dependency_028,logical_dependency,Why should a system check logical consistency before presenting final recommendations?,plain_sot,0.6274000043049455,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,6,3,"B grounds each step in specific, verifiable KG and reasoning concepts (e.g., 'Graph of Thoughts-models-Logical Dependency'), directly addressing *why* logical consistency checking matters—by linking it to hallucination reduction, verification, and dependency modeling. A merely restates generic pipeline steps without domain-specific justification or causal explanation, failing to answer the 'why' question. B is more factual, relevant, structured, clear, and useful."
dependency_028,logical_dependency,Why should a system check logical consistency before presenting final recommendations?,optimized_neo4j,2.166599966585636,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.6,9,9,9,8,8,"B grounds each step in specific, verifiable KG and reasoning concepts (e.g., 'Graph of Thoughts-models-Logical Dependency'), directly addressing *why* logical consistency checking matters—by linking it to hallucination reduction, verification, and dependency modeling. A merely restates generic pipeline steps without domain-specific justification or causal explanation, failing to answer the 'why' question. B is more factual, relevant, structured, clear, and useful."
dependency_029,logical_dependency,Why should evidence provenance be attached before downstream reasoning uses the evidence?,plain_sot,0.8346000104211271,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A describes a generic reasoning *process* without addressing the *substance* of evidence provenance (e.g., traceability, accountability, reproducibility, bias detection), making it factually vacuous and irrelevant to the 'why'. B grounds each step in KG-derived relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking provenance to reasoning integrity, coherence, and AI system reliability — thus offering factually grounded, relevant, structured, and practically useful justification."
dependency_029,logical_dependency,Why should evidence provenance be attached before downstream reasoning uses the evidence?,optimized_neo4j,2.626399975270033,5,6,14,1.0,0.571,0.893,0.107,1.0,0.8,1.0,0,B,B,8.2,8,9,9,7,8,"A describes a generic reasoning *process* without addressing the *substance* of evidence provenance (e.g., traceability, accountability, reproducibility, bias detection), making it factually vacuous and irrelevant to the 'why'. B grounds each step in KG-derived relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking provenance to reasoning integrity, coherence, and AI system reliability — thus offering factually grounded, relevant, structured, and practically useful justification."
dependency_030,logical_dependency,Explain why aggregation should depend on terminal reasoning nodes rather than all intermediate nodes.,plain_sot,0.9898000280372798,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,6,5,3,"A merely lists generic skeleton-generation steps without addressing the *substantive reason* why aggregation should depend on terminal nodes (e.g., avoiding redundancy, preserving logical finality, preventing circular/conflicting intermediate claims). B grounds its DAG steps in explicit KG relations (e.g., 'Aggregation-improves-Coherence', 'Aggregation-uses-Evidence Branch'), directly linking terminal nodes to functional roles in reasoning — making it factually grounded, logically structured, and meaningfully responsive. While B’s evidence labels are stylized, they coherently support the core claim; A is vacuous and off-topic."
dependency_030,logical_dependency,Explain why aggregation should depend on terminal reasoning nodes rather than all intermediate nodes.,optimized_neo4j,2.407899999525398,5,6,9,1.0,0.333,0.86,0.14,1.0,0.8,1.0,0,B,B,8.4,8,9,9,8,8,"A merely lists generic skeleton-generation steps without addressing the *substantive reason* why aggregation should depend on terminal nodes (e.g., avoiding redundancy, preserving logical finality, preventing circular/conflicting intermediate claims). B grounds its DAG steps in explicit KG relations (e.g., 'Aggregation-improves-Coherence', 'Aggregation-uses-Evidence Branch'), directly linking terminal nodes to functional roles in reasoning — making it factually grounded, logically structured, and meaningfully responsive. While B’s evidence labels are stylized, they coherently support the core claim; A is vacuous and off-topic."
verification_001,fact_verification,How can knowledge graphs help reduce hallucination in retrieval-augmented generation systems?,plain_sot,0.5599000141955912,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds each step in explicit, plausible KG relations (e.g., 'Knowledge Graph-supports-Fact Checking'), directly addressing how KGs reduce hallucination via fact-checking, constrained retrieval, and evidence grounding. A is generic, circular, and lacks concrete mechanisms or factual anchors—its 'steps' describe a process but omit *how* KGs specifically mitigate hallucination. B’s DAG-based, evidence-anchored reasoning is more factual, relevant, structured, clear, and practically useful."
verification_001,fact_verification,How can knowledge graphs help reduce hallucination in retrieval-augmented generation systems?,optimized_neo4j,2.4668999831192195,5,7,25,1.0,0.24,0.89,0.11,1.0,0.8,1.0,2,B,B,9.0,9,10,9,8,9,"B grounds each step in explicit, plausible KG relations (e.g., 'Knowledge Graph-supports-Fact Checking'), directly addressing how KGs reduce hallucination via fact-checking, constrained retrieval, and evidence grounding. A is generic, circular, and lacks concrete mechanisms or factual anchors—its 'steps' describe a process but omit *how* KGs specifically mitigate hallucination. B’s DAG-based, evidence-anchored reasoning is more factual, relevant, structured, clear, and practically useful."
verification_002,fact_verification,"Why can outdated evidence cause factual errors in AI-generated answers, and how should a system handle it?",plain_sot,0.7560999947600067,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A only describes generic skeleton-generation steps without addressing the question’s substance—no explanation of *why* outdated evidence causes errors or *how* to handle it. B explicitly anchors reasoning in KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning', 'Constraint Checking-verifies-Evidence Branch'), linking outdated evidence to hallucination and grounding, making its structure factually grounded and more relevant. Though both lack concrete examples, B’s KG-guided DAG logic provides stronger causal scaffolding and actionable handling mechanisms (e.g., constraint checking), improving factuality, relevance, structure, and usefulness over A’s vacuous procedural list."
verification_002,fact_verification,"Why can outdated evidence cause factual errors in AI-generated answers, and how should a system handle it?",optimized_neo4j,3.2109000021591783,5,7,17,1.0,0.412,0.91,0.09,1.0,0.8,1.0,1,B,B,7.2,6,8,9,7,6,"A only describes generic skeleton-generation steps without addressing the question’s substance—no explanation of *why* outdated evidence causes errors or *how* to handle it. B explicitly anchors reasoning in KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning', 'Constraint Checking-verifies-Evidence Branch'), linking outdated evidence to hallucination and grounding, making its structure factually grounded and more relevant. Though both lack concrete examples, B’s KG-guided DAG logic provides stronger causal scaffolding and actionable handling mechanisms (e.g., constraint checking), improving factuality, relevance, structure, and usefulness over A’s vacuous procedural list."
verification_003,fact_verification,How should an AI system handle two retrieved sources that make conflicting claims?,plain_sot,0.6190999993123114,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,6,3,"B grounds each step in explicit, plausible KG facts (e.g., 'Artificial Intelligence-requires-Verification', 'has_risk-hallucination'), directly addressing conflict handling via verification and hallucination mitigation—making it more factual, relevant, and actionable. A describes a generic Skeleton-of-Thought process without domain-specific reasoning or concrete strategies for resolving conflicts, rendering it abstract and low-usefulness."
verification_003,fact_verification,How should an AI system handle two retrieved sources that make conflicting claims?,optimized_neo4j,2.4887999752536416,5,4,25,1.0,0.2,0.95,0.05,0.0,1.0,1.0,0,B,B,7.8,8,9,8,7,7,"B grounds each step in explicit, plausible KG facts (e.g., 'Artificial Intelligence-requires-Verification', 'has_risk-hallucination'), directly addressing conflict handling via verification and hallucination mitigation—making it more factual, relevant, and actionable. A describes a generic Skeleton-of-Thought process without domain-specific reasoning or concrete strategies for resolving conflicts, rendering it abstract and low-usefulness."
verification_004,fact_verification,Why is source provenance important when generating answers from retrieved knowledge?,plain_sot,0.8363000233657658,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,6,3,"B directly addresses the question by grounding each step in verifiable KG-related concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), enhancing factuality and relevance; it explicitly links provenance to hallucination reduction and logical integrity, while A only describes generic pipeline steps without justifying *why* provenance matters. B’s structure is more coherent, its clarity higher due to concrete evidence tags, and its usefulness superior for explaining provenance’s role."
verification_004,fact_verification,Why is source provenance important when generating answers from retrieved knowledge?,optimized_neo4j,2.2725999588146806,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,9.0,9,10,9,8,9,"B directly addresses the question by grounding each step in verifiable KG-related concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-models-Logical Dependency'), enhancing factuality and relevance; it explicitly links provenance to hallucination reduction and logical integrity, while A only describes generic pipeline steps without justifying *why* provenance matters. B’s structure is more coherent, its clarity higher due to concrete evidence tags, and its usefulness superior for explaining provenance’s role."
verification_005,fact_verification,Explain how evidence grounding improves the reliability of long-form generated reports.,plain_sot,0.6001000292599201,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds explanation in concrete KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking evidence grounding to reliability mechanisms like groundedness, coherence, and planning—making it factual, relevant, and useful. A describes generic procedural steps without domain-specific content or causal explanation, failing to answer *how* grounding improves reliability."
verification_005,fact_verification,Explain how evidence grounding improves the reliability of long-form generated reports.,optimized_neo4j,2.367899985983968,5,6,18,1.0,0.444,0.894,0.106,1.0,0.8,1.0,0,B,B,9.0,9,10,9,8,9,"B grounds explanation in concrete KG relations (e.g., 'Evidence Branch-grounds-Thought Node Planning'), directly linking evidence grounding to reliability mechanisms like groundedness, coherence, and planning—making it factual, relevant, and useful. A describes generic procedural steps without domain-specific content or causal explanation, failing to answer *how* grounding improves reliability."
verification_006,fact_verification,How can a system check whether a generated claim is supported by retrieved evidence?,plain_sot,0.7209000177681446,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.8,4,5,7,5,3,"B grounds each step in explicit, plausible KG relations (e.g., 'Claim-[is_checked_by]->Fact Checking') that directly address claim-evidence alignment; A describes generic skeleton steps without domain-specific mechanisms or concrete verification logic. B’s DAG framing, evidence anchoring, and constraint-aware reasoning make it more factually grounded, relevant, structured, and practically useful for evidence-based claim verification."
verification_006,fact_verification,How can a system check whether a generated claim is supported by retrieved evidence?,optimized_neo4j,3.1293000211007893,5,5,18,1.0,0.5,0.89,0.11,1.0,0.8,1.0,0,B,B,8.2,8,9,9,7,8,"B grounds each step in explicit, plausible KG relations (e.g., 'Claim-[is_checked_by]->Fact Checking') that directly address claim-evidence alignment; A describes generic skeleton steps without domain-specific mechanisms or concrete verification logic. B’s DAG framing, evidence anchoring, and constraint-aware reasoning make it more factually grounded, relevant, structured, and practically useful for evidence-based claim verification."
verification_007,fact_verification,Why should AI-generated medical advice require stronger evidence checks than casual explanations?,plain_sot,1.1406999547034502,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.0,3,4,6,5,2,"A merely describes a generic Skeleton-of-Thought process without addressing the medical safety, epistemic stakes, or real-world consequences implied by the question—no actual justification is provided. B grounds its reasoning in KG-derived relationships (e.g., 'AI-requires-Verification', 'Evidence Branch-grounds-Thought Node Planning'), explicitly linking evidence rigor to AI’s inherent unreliability and medical decision-criticality. Though still abstract, B demonstrates domain-aware logical scaffolding and better aligns structure with the question’s intent: justifying *why* stronger checks are needed—not how to generate text."
verification_007,fact_verification,Why should AI-generated medical advice require stronger evidence checks than casual explanations?,optimized_neo4j,2.611099975183606,5,6,18,1.0,0.611,0.882,0.118,1.0,0.8,1.0,0,B,B,7.8,7,9,8,7,8,"A merely describes a generic Skeleton-of-Thought process without addressing the medical safety, epistemic stakes, or real-world consequences implied by the question—no actual justification is provided. B grounds its reasoning in KG-derived relationships (e.g., 'AI-requires-Verification', 'Evidence Branch-grounds-Thought Node Planning'), explicitly linking evidence rigor to AI’s inherent unreliability and medical decision-criticality. Though still abstract, B demonstrates domain-aware logical scaffolding and better aligns structure with the question’s intent: justifying *why* stronger checks are needed—not how to generate text."
verification_008,fact_verification,How can entity disambiguation reduce factual errors in generated answers?,plain_sot,0.7741000154055655,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,6,3,"B explicitly grounds each step in verifiable KG and reasoning concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), directly linking entity disambiguation to factual error reduction via evidence-backed mechanisms. A is generic, circular, and lacks domain-specific justification—its steps describe a process but never explain *how* entity disambiguation specifically reduces errors. B’s added evidence ties, logical flow ('in前置结论基础上'), and concluding synthesis make it factually grounded, relevant, well-structured, clear, and practically useful."
verification_008,fact_verification,How can entity disambiguation reduce factual errors in generated answers?,optimized_neo4j,2.494000014849007,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,9.0,9,10,9,8,9,"B explicitly grounds each step in verifiable KG and reasoning concepts (e.g., 'Knowledge Graph-supports-Verification', 'Graph of Thoughts-uses-Directed Acyclic Graph'), directly linking entity disambiguation to factual error reduction via evidence-backed mechanisms. A is generic, circular, and lacks domain-specific justification—its steps describe a process but never explain *how* entity disambiguation specifically reduces errors. B’s added evidence ties, logical flow ('in前置结论基础上'), and concluding synthesis make it factually grounded, relevant, well-structured, clear, and practically useful."
verification_009,fact_verification,Why can relying only on model memory lead to hallucinated citations?,plain_sot,0.7889000116847456,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,7,5,2,"A merely lists generic SoT steps without addressing the question—no explanation of *why* model memory causes hallucinated citations. B grounds each step in domain-relevant KG and GoT concepts (e.g., 'Verification-reduces-Hallucination'), directly linking mechanism to outcome. B’s answer is factually grounded, logically structured, clearly tied to the query, and actually useful for understanding the root cause."
verification_009,fact_verification,Why can relying only on model memory lead to hallucinated citations?,optimized_neo4j,2.730800013523549,5,8,20,1.0,0.5,0.894,0.106,0.0,0.8,1.0,1,B,B,8.4,8,9,9,8,8,"A merely lists generic SoT steps without addressing the question—no explanation of *why* model memory causes hallucinated citations. B grounds each step in domain-relevant KG and GoT concepts (e.g., 'Verification-reduces-Hallucination'), directly linking mechanism to outcome. B’s answer is factually grounded, logically structured, clearly tied to the query, and actually useful for understanding the root cause."
verification_010,fact_verification,How should a system respond when retrieved evidence is insufficient to answer a question?,plain_sot,0.7867999956943095,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.0,4,5,7,6,3,"B grounds each step in explicit KG relations (e.g., 'Aggregation-uses-Evidence Branch'), enhancing factuality and relevance; its DAG-based logic flow better reflects how insufficient evidence should trigger structured fallback strategies (e.g., aggregation, retrieval refinement). A is generic, circular, and lacks concrete guidance—its steps describe *how to generate an answer* but not *what the system should actually do* when evidence is insufficient (e.g., admit uncertainty, request clarification, or escalate). B’s traceable KG grounding makes it more actionable and trustworthy."
verification_010,fact_verification,How should a system respond when retrieved evidence is insufficient to answer a question?,optimized_neo4j,2.7058999985456467,5,8,17,1.0,0.412,0.897,0.103,1.0,0.8,1.0,2,B,B,8.2,8,9,9,7,8,"B grounds each step in explicit KG relations (e.g., 'Aggregation-uses-Evidence Branch'), enhancing factuality and relevance; its DAG-based logic flow better reflects how insufficient evidence should trigger structured fallback strategies (e.g., aggregation, retrieval refinement). A is generic, circular, and lacks concrete guidance—its steps describe *how to generate an answer* but not *what the system should actually do* when evidence is insufficient (e.g., admit uncertainty, request clarification, or escalate). B’s traceable KG grounding makes it more actionable and trustworthy."
verification_011,fact_verification,Why is cross-source agreement useful but not sufficient for fact verification?,plain_sot,0.7469999836757779,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,4.2,3,4,6,5,3,"A merely describes a generic reasoning *process* without addressing the question’s substance—no explanation of why cross-source agreement is useful (e.g., mitigates bias, increases reliability) or insufficient (e.g., systemic errors, coordinated misinformation). B grounds steps in KG relations (e.g., Verification-reduces-Hallucination), implicitly supports key claims, and aligns structure with logical causality. Though B’s KG triples are synthetic and lack real-world citations, it at least models domain-relevant reasoning; A is vacuous meta-instruction."
verification_011,fact_verification,Why is cross-source agreement useful but not sufficient for fact verification?,optimized_neo4j,2.529499994125217,5,8,19,1.0,0.421,0.903,0.097,1.0,0.8,1.0,3,B,B,8.2,8,9,9,7,8,"A merely describes a generic reasoning *process* without addressing the question’s substance—no explanation of why cross-source agreement is useful (e.g., mitigates bias, increases reliability) or insufficient (e.g., systemic errors, coordinated misinformation). B grounds steps in KG relations (e.g., Verification-reduces-Hallucination), implicitly supports key claims, and aligns structure with logical causality. Though B’s KG triples are synthetic and lack real-world citations, it at least models domain-relevant reasoning; A is vacuous meta-instruction."
verification_012,fact_verification,How can knowledge graph constraints help detect impossible generated relations?,plain_sot,1.0083999950438738,5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0,A,B,5.2,4,5,7,6,4,"B grounds each step in explicit KG relations (e.g., 'Knowledge Graph-[reduces]->Hallucination'), directly addressing how KG constraints detect impossible relations via factual, traceable evidence. A describes generic skeleton steps without KG-specific mechanisms or concrete constraints, making it vague and low on factuality and usefulness."
verification_012,fact_verification,How can knowledge graph constraints help detect impossible generated relations?,optimized_neo4j,2.591500000562519,5,4,25,1.0,0.16,0.915,0.085,0.8,0.8,1.0,0,B,B,8.4,8,9,9,8,8,"B grounds each step in explicit KG relations (e.g., 'Knowledge Graph-[reduces]->Hallucination'), directly addressing how KG constraints detect impossible relations via factual, traceable evidence. A describes generic skeleton steps without KG-specific mechanisms or concrete constraints, making it vague and low on factuality and usefulness."
